id,fwr,szi,bp,bt,rbp,fh,drw,lyrs
766,3,6,5.5,38,5.24,27.23,n,inconel:0.5_s316:0.1_tef:0.5
767,3,6,5.5,38,5.13,27.23,n,inconel:0.5_s316:0.1_tef:0.5
768,3,6,5.5,38,5.8,27.23,n,inconel:0.5_s316:0.1_tef:0.5
769,3,6,5.5,38,5.03,27.23,n,inconel:0.5_s316:0.1_tef:0.5
770,3,6,5.5,38,5.03,27.23,n,inconel:0.5_s316:0.1_tef:0.5
771,3,6,5.5,38,5.14,27.23,n,inconel:0.5_s316:0.1_tef:0.5
772,3,6,5.5,38,4.95,27.23,n,inconel:0.5_s316:0.1_tef:0.5
773,3,6,5.5,38,5.19,27.23,n,inconel:0.5_s316:0.1_tef:0.5
774,3,6,5.5,38,5.03,27.23,n,inconel:0.5_s316:0.1_tef:0.5
775,3,6,5.5,38,5.43,27.23,n,inconel:0.5_s316:0.1_tef:0.5
776,3,6,5.5,38,5.65,27.23,n,inconel:0.5_s316:0.1_tef:0.5
777,3,6,6.9,56,7.05,27.23,n,s316:0.5_s316:0.1_tef:0.5
778,3,6,6.9,56,6.68,29.33,n,s316:0.5_s316:0.1_tef:0.5
779,3,6,6.9,56,6.32,29.33,n,s316:0.5_s316:0.1_tef:0.5
780,3,6,6.9,56,6.1,29.33,n,s316:0.5_s316:0.1_tef:0.5
781,3,6,6.9,56,6.78,29.33,n,s316:0.5_s316:0.1_tef:0.5
782,3,6,6.9,56,6.33,29.33,n,s316:0.5_s316:0.1_tef:0.5
783,3,6,6.9,56,6.14,29.33,n,s316:0.5_s316:0.1_tef:0.5
784,3,6,6.9,56,6.29,29.33,n,s316:0.5_s316:0.1_tef:0.5
785,3,8,1,40,0.956,35.88,A8inRP10,inconel:0.8_s316:0.05_tef:0.5
786,3,8,1,40,1.122,35.88,A8inRP10.m.,inconel:0.8_s316:0.05_tef:0.5
787,3,8,1,40,1.18,35.88,A8inRP10.s.m.,inconel:0.8_s316:0.05_tef:0.5
788,3,8,1,40,1.214,35.88,A8inRP10.T.m.,inconel:0.8_s316:0.05_tef:0.5
789,3,8,1,40,1.056,35.88,A8inRP10.fourth.m.,inconel:0.8_s316:0.05_tef:0.5
790,3,8,1,40,1.164,35.88,A8inRP11,inconel:0.8_s316:0.05_tef:0.5
791,3,8,8,175,9.42,34.98,4inch1,s316:1.5_s316:0.1_tef:0.5
792,3,8,8,175,8.3,34.98,__,s316:1.5_s316:0.1_tef:0.5
793,3,8,7,40,7.96,21.57,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
794,3,8,7,40,6.09,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
795,3,8,7,40,6.22,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
796,3,8,7,40,6.15,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
797,3,8,7,40,7.92,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
798,3,8,7,40,7.6,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
799,3,8,7,40,7.15,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
800,3,8,7,40,8.28,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
801,3,8,7,40,9,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
802,3,8,7,40,6.24,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
803,3,8,7,40,8.58,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
804,3,8,7,40,7.31,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
805,3,8,7,40,6.9,39.1,n,s316:1.5_s316:0.1_s316:0.5_tef:0.5
806,3,8,13.5,90,10,16.9,n,s316:1.5_s316:0.5_ptfe:0.3
807,3,8,13.5,90,12,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
808,3,8,13.5,90,13.7,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
809,3,8,13.5,90,13.3,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
810,3,8,13.5,90,14,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
811,3,8,13.5,90,11.25,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
812,3,8,13.5,90,9.9,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
813,3,8,13.5,90,9.1,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
814,3,8,13.5,90,13.56,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
815,3,8,13.5,90,11.4,39.3,n,s316:1.5_s316:0.5_ptfe:0.3
816,3,10,22.8,33,8,50,A10inRP7,s316:1.5_s316:0.1_ptfe:0.3
817,3,10,22.8,33,13.8,50,A10inRP8,s316:2.5_s316:0.1_ptfe:0.3
818,3,10,22.8,33,18.13,50,A10inRP9,s316:2.5_s316:0.1_ptfe:0.3
819,3,10,22.8,33,26.5,50,A10inRP10,s316:2.5_s316:0.1_ptfe:0.3
820,3,10,22.8,33,20.54,50,__,s316:3_s316:0.1_ptfe:0.3
821,3,10,22.8,33,16,50,A10inRP11,s316:2.5_s316:0.1_ptfe:0.3
822,3,10,22.8,33,13,50,A10inRP12,s316:2.5_s316:0.1_ptfe:0.3
823,3,10,22.8,33,20.2,50,A10inRP12,s316:2.5_s316:0.1_ptfe:0.3
824,3,10,22.8,33,22.7,50,A10inRP13,s316:2.5_s316:0.1_ptfe:0.3
825,3,10,22.8,33,23.54,50,__,s316:2.5_s316:0.1_ptfe:0.3
826,3,10,22.8,33,22.9,50,__,s316:2.5_s316:0.1_ptfe:0.3
827,3,10,22.8,33,23.26,50,__,s316:2.5_s316:0.1_ptfe:0.3
828,3,10,1.76,40,2.34,49.81,A10inRP1,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3
829,3,10,1.76,40,1.194,49.81,A10inRP,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3
830,3,10,1.76,40,1.92,49.81,__,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3
831,3,10,1.76,40,2,49.81,A10inRP6,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3
832,3,10,1.76,40,1.9,49.81,A10inRP5.S.M,s316:1.5_inconel:0.1_inconel:1_ptfe:0.3
833,3,10,7,40,6.92,39.1,n,s316:1_s316:0.1_s316:0.5_tef:0.5
834,3,10,7,40,6.79,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
835,3,10,7,40,8.5,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
836,3,10,7,40,8.92,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
837,3,10,7,40,9.68,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
838,3,10,7,40,8.03,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
839,3,10,7,40,7.2,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
840,3,10,7,40,7.15,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
841,3,10,7,40,7.92,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
842,3,10,7,40,7.29,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
843,3,10,7,40,7.73,38.62,n,s316:1_s316:0.1_s316:0.5_tef:0.5
844,3,10,4.2,10,3.9,23.36,n,inconel:0.5_s316:0.1_fep:0.5
845,3,10,4.2,10,2.8,54.7,n,inconel:0.5_s316:0.1_fep:0.4
846,3,10,4.2,10,4.25,48.85,n,inconel:0.5_s316:0.1_fep:0.5
847,3,10,4.2,10,4.35,42.9,n,inconel:0.5_s316:0.1_fep:0.5
848,3,10,4.2,10,4.15,45.08,n,inconel:0.5_s316:0.1_fep:0.5
849,3,10,4.2,10,4.3,45.08,n,inconel:0.5_s316:0.1_fep:0.5
850,3,10,4.2,10,3.85,45.08,n,inconel:0.5_s316:0.1_fep:0.5
851,3,10,4.2,10,3.98,45.08,n,inconel:0.5_s316:0.1_fep:0.5
852,3,10,4.2,10,3.95,45.08,n,inconel:0.5_s316:0.1_fep:0.5
853,3,10,4.2,10,3.93,45.08,n,inconel:0.5_s316:0.1_fep:0.5
854,3,10,4.2,10,3.85,45.08,n,inconel:0.5_s316:0.1_fep:0.5
855,3,10,4.2,10,3.95,45.08,n,inconel:0.5_s316:0.1_fep:0.5
856,3,10,4.2,10,5.1,45.08,n,inconel:0.5_s316:0.1_fep:0.81
857,3,10,4.2,10,2.54,45.08,n,inconel:0.5_s316:0.1_fep:0.65
858,3,10,4.2,10,3.05,45.08,n,inconel:0.5_s316:0.1_fep:0.65
859,3,10,4.2,10,4.8,40.6,n,inconel:0.5_s316:0.1_fep:0.81
860,3,10,4.2,10,4.5,38.72,n,inconel:0.5_s316:0.1_fep:0.8
861,3,10,4.2,10,4.23,51.02,n,inconel:0.5_s316:0.1_fep:0.8
862,3,10,4.2,10,4.3,51.02,n,inconel:0.5_s316:0.1_fep:0.8
863,3,10,4.2,10,4.22,51.02,n,inconel:0.5_s316:0.1_fep:0.5
864,3,10,4.2,10,3.05,42.03,n,inconel:0.5_s316:0.1_fep:0.5
865,3,10,4.2,10,3.89,51.13,n,inconel:0.5_s316:0.1_fep:0.5
866,3,10,4.2,10,3.9,51.13,n,inconel:0.5_s316:0.1_fep:0.5
867,3,10,12,53.6,18.5,16.69,n,inconel:1.2_s316:0.1_fep:0.5
868,3,10,12,53.6,11.5,51.78,n,inconel:0.8_s316:0.1_fep:0.4
869,3,10,12,53.6,16.4,51.78,n,inconel:0.8_s316:0.1_fep:0.5
870,3,10,12,53.6,16.7,51.78,n,inconel:0.8_s316:0.1_fep:0.5
871,3,10,12,53.6,14.7,51.78,n,inconel:0.8_s316:0.1_fep:0.5
872,3,10,12,53.6,17.45,51.78,n,inconel:0.8_s316:0.1_fep:0.5
873,3,10,12,53.6,17.02,51.78,n,inconel:0.8_s316:0.1_fep:0.5
874,3,10,12,53.6,16.07,51.78,n,inconel:0.8_s316:0.1_fep:0.5
875,3,10,12,53.6,13.28,51.78,n,inconel:0.8_s316:0.1_fep:0.5
876,3,10,12,53.6,15.7,51.78,n,inconel:0.8_s316:0.1_fep:0.5
877,3,10,12,53.6,11.5,51.78,n,inconel:0.8_s316:0.1_fep:0.5
878,3,10,12,53.6,11.7,51.78,n,inconel:1.2_s316:0.1_fep:0.4
879,3,10,12,41.8,15.5,51.78,n,inconel:1_s316:0.1_fep:0.4
880,3,10,12,41.8,11.97,37.09,n,inconel:1_s316:0.1_fep:0.4
881,3,10,12,41.8,13.5,37.09,n,inconel:1_s316:0.1_fep:0.4
882,3,10,12,41.8,8.8,37.09,n,inconel:1_s316:0.1_fep:0.4
883,3,10,12,41.8,12.43,37.09,n,inconel:1_s316:0.1_fep:0.4
884,3,10,12,41.8,13.24,37.09,n,inconel:1_s316:0.1_fep:0.4
885,3,16,1,52,21.4,37.09,n,inconel:1.2_ inconel:0.5_fep:0.5
886,3,16,1,52,21.5,21.52,n,inconel:1.2_ inconel:0.5_fep:0.5
