id,tipical,nmsize,m1,t1,m2,t2,m3,t3,m4,t4,m5,t5,brpr,brtm,rbrpr,fmht,drw,layers,mnlyr,vclyr,sllyr,xtlyr,ultlyr,description
506,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,5.9,25,5.74,9.7,A2inRP16,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
507,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,5.9,25,5.74,9.7,A2inRP16,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
508,reverse,2,s316,0.8,inconel,0.05,ptfe,0.1,,,,,27.7,115,36.67,10,MA2inRP14,s316:0.8_inconel:0.05_ptfe:0.1,s316:0.8,inconel:0.05,ptfe:0.1,,,
509,reverse,2,s316,0.8,inconel,0.05,ptfe,0.1,,,,,27.7,115,26.47,10,A2inRP1,s316:0.8_inconel:0.05_ptfe:0.1,s316:0.8,inconel:0.05,ptfe:0.1,,,
510,reverse,2,s316,0.8,inconel,0.05,ptfe,0.1,,,,,27.7,115,25,10,A2inRP1,s316:0.8_inconel:0.05_ptfe:0.1,s316:0.8,inconel:0.05,ptfe:0.1,,,
511,reverse,2,s316,0.8,inconel,0.05,ptfe,0.1,,,,,27.7,115,27.1,10,A2inRP1,s316:0.8_inconel:0.05_ptfe:0.1,s316:0.8,inconel:0.05,ptfe:0.1,,,
512,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,3.38,58.4,3.35,9.83,MA2inRP5,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
513,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,3.18,58.4,3.16,9.83,MA2inRP5,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
514,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,3.38,58.4,3.33,9.83,MA2inRP5,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
515,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,3.18,58.4,3.17,9.83,MA2inRP5,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
516,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,19,55,20.05,9.8,A2inRP3,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
517,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,19,55,16.29,9.8,A2inRP11,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
518,reverse,2,inconel,0.8,s316,0.05,ptfe,0.1,,,,,13.5,80,11.07,9.97,A2inRP12,inconel:0.8_s316:0.05_ptfe:0.1,inconel:0.8,s316:0.05,ptfe:0.1,,,
519,reverse,2,inconel,0.8,s316,0.05,ptfe,0.1,,,,,13.5,80,14.27,9.97,A2inRP13,inconel:0.8_s316:0.05_ptfe:0.1,inconel:0.8,s316:0.05,ptfe:0.1,,,
520,reverse,2,inconel,0.8,s316,0.05,ptfe,0.1,,,,,13.5,80,13.5,9.97,A2inRP13.m.,inconel:0.8_s316:0.05_ptfe:0.1,inconel:0.8,s316:0.05,ptfe:0.1,,,
521,reverse,2,inconel,0.8,s316,0.05,ptfe,0.1,,,,,13.5,80,14.01,9.97,A2inRP13.5.m,inconel:0.8_s316:0.05_ptfe:0.1,inconel:0.8,s316:0.05,ptfe:0.1,,,
522,reverse,2,inconel,0.8,s316,0.05,ptfe,0.1,,,,,13.5,80,14.81,9.97,A2inRP13.5.s.m.,inconel:0.8_s316:0.05_ptfe:0.1,inconel:0.8,s316:0.05,ptfe:0.1,,,
523,reverse,2,inconel,0.8,s316,0.05,ptfe,0.1,,,,,13.5,80,14.45,9.97,A2inRP13.T.M.,inconel:0.8_s316:0.05_ptfe:0.1,inconel:0.8,s316:0.05,ptfe:0.1,,,
524,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,19,115,17.6,10.96,A2inRP10,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
525,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,19,115,16.29,10.96,A2inRP10.m.,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
526,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,7.5,65,4.12,13.77,A2inRP4,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
527,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,7.5,65,7.53,13.77,A2inRP5,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
528,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,7.5,65,12.13,13.77,A2inRP4,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
529,reverse,2,s316,0.6,s316,0.05,ptfe,0.1,,,,,7.5,65,6.54,13.77,A2inRP6,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
530,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,7.5,65,5.47,13.77,A2inRP8,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
531,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,7.5,65,4.9,13.77,A2inRP7,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
532,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,7.5,65,7.74,13.77,A2inRP9,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
533,reverse,2,s316,0.5,s316,0.05,ptfe,0.1,,,,,7.5,65,6.27,13.77,A2inRP8.M,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
534,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,20,115,27.4,9.5,A2inRP1,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
535,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,20,115,17.77,9.5,A2inRP2,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
536,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,6,22,6.55,10,2in29,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
537,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,5.64,9.82,__,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
538,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,9.23,9.05,2inR23,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
539,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,6.73,9.05,2inR24,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
540,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,6.05,9.05,2inR24,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
541,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,6.07,9.05,2inR24,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
542,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,7.31,9.05,2inR25,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
543,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,7.13,9.05,2inR26,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
544,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,9.3,9.05,2inR27,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
545,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,9.5,148,9.43,9.05,2inR28,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
546,reverse,2,s316,0.8,s316,0.05,ptfe,0.1,,,,,12.5,85,9.05,9.05,2inR28,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
547,reverse,2,s316,0.8,s316,0.1,ptfe,0.1,,,,,12.5,85,15.23,10.38,__,s316:0.8_s316:0.1_ptfe:0.1,s316:0.8,s316:0.1,ptfe:0.1,,,
548,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,10.6,9.61,2inchIR65,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
549,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,10.6,9.61,2inch17,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
550,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,10.7,9.61,2inch18,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
551,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,11.9,9.61,2inch19,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
552,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,11.5,9.61,2inch21,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
553,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,12,9.61,2inch20,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
554,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,12.45,9.61,2inch21,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
555,reverse,2,s316,1,s316,0.05,ptfe,0.1,,,,,12.5,85,11.86,9.61,2inch21,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
556,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,12,46,11.3,14.82,A3inRP16,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
557,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,12,46,7.48,14.82,A3inRP17,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
558,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,12,46,10.33,14.82,A3inRP17.m.,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
559,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,12,46,11.7,14.82,A3inRP19,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
560,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,13.5,250,13.09,14.82,A3inRP18,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
561,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,13.5,250,12.2,14.82,A3inRP18.m.,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
562,reverse,3,hastelloy ,1, s316,0.05,ptfe,0.1,,,,,13.5,250,13.34,14.82,A3inRP18.sec.m.,hastelloy :1_ s316:0.05_ptfe:0.1,hastelloy :1, s316:0.05,ptfe:0.1,,,
563,reverse,3,s316,1,s316,0.05,ptfe,0.1,,,,,7.5,64,7.43,17.59,A3inRP11,s316:1_s316:0.05_ptfe:0.1,s316:1,s316:0.05,ptfe:0.1,,,
564,reverse,3,s316,0.6,s316,0.05,ptfe,0.1,,,,,7.5,64,5.15,17.59,A3inRP10,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
565,reverse,3,s316,0.8,s316,0.05,ptfe,0.1,,,,,7.5,64,7.19,17.59,A3inRP10,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
566,reverse,3,s316,0.8,s316,0.05,ptfe,0.1,,,,,7.5,64,6.07,17.59,A3inRP14,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
567,reverse,3,s316,0.8,s316,0.05,ptfe,0.1,,,,,7.5,64,7.05,17.59,A3inRP,s316:0.8_s316:0.05_ptfe:0.1,s316:0.8,s316:0.05,ptfe:0.1,,,
568,reverse,3,s316,0.4,s316,0.05,ptfe,0.1,,,,,1,180,1.037,14.3,A3inRP7,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
569,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,12.58,15,A3inRP5.M.,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
570,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,16.08,15,A3inRP6,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
571,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,13,15,A3inRP8,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
572,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,10.16,15,A3inRP9,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
573,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,12.96,15,A3inRP9,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
574,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,14.1,15,A3inRP9-M.,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
575,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,12.12,15,A3inRP9-sec.M.,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
576,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,11.95,15,A3inRP9-third.M.,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
577,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,16.6,15,A3inRP12,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
578,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,12.5,15,A3inRP13,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
579,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,12.98,15,A3inRP9-F.M.,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
580,reverse,3,monel ,1, s316,0.05,ptfe,0.1,,,,,13,22,13.83,15,A3inRP13,monel :1_ s316:0.05_ptfe:0.1,monel :1, s316:0.05,ptfe:0.1,,,
581,reverse,3,s316,0.6,s316,0.05,ptfe,0.1,,,,,3,40,3.15,15.83,A3inRP4,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
582,reverse,3,s316,0.6,s316,0.05,ptfe,0.1,,,,,3,40,3.15,15.83,A3inRP4,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
583,reverse,3,s316,0.6,s316,0.05,ptfe,0.1,,,,,3,40,3.19,15.83,A3inRP4,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
584,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,6.61,34.98,__,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
585,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,6.05,14.66,3inch10,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
586,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,7.15,14.77,3inch10,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
587,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,6.42,14.66,3inch9,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
588,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,7.05,14.77,3inch10,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
589,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,6.92,14.66,3inch7,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
590,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,8,14.77,3inch5,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
591,reverse,3,s316,1,inconel,0.05,ptfe,0.1,,,,,6,40,6.95,14.66,3inch4,s316:1_inconel:0.05_ptfe:0.1,s316:1,inconel:0.05,ptfe:0.1,,,
592,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,7.4,14.77,3inch2,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
593,reverse,3,s316,1,inconel,0.1,ptfe,0.1,,,,,6,40,7.4,14.66,3inch6,s316:1_inconel:0.1_ptfe:0.1,s316:1,inconel:0.1,ptfe:0.1,,,
594,reverse,3,s316,1,s316,0.1,ptfe,0.1,,,,,6,40,6.13,14.66,3inch6,s316:1_s316:0.1_ptfe:0.1,s316:1,s316:0.1,ptfe:0.1,,,
595,reverse,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,7.5,149.1,7.6,21.3,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
596,reverse,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,7,100,2.14,17.63,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
597,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,37.1,29.33,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
598,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,44,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
599,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,47,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
600,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,32,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
601,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,35,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
602,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,44.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
603,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,41,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
604,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,42.7,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
605,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,44.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
606,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,40,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
607,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,42.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
608,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,45.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
609,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,43.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
610,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,45.2,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
611,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,45.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
612,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,42.5,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
613,reverse,3,hastelloy,0.8,s316,0.05,ptfe,0.1,,,,,40,280,46,15.62,,hastelloy:0.8_s316:0.05_ptfe:0.1,hastelloy:0.8,s316:0.05,ptfe:0.1,,,
614,reverse,3,inconel,1.6, inconel,0.1,ptfe,0.1,,,,,42,200,33,20.6,,inconel:1.6_ inconel:0.1_ptfe:0.1,inconel:1.6, inconel:0.1,ptfe:0.1,,,
615,reverse,3,inconel,1.6, inconel,0.1,ptfe,0.1,,,,,42,200,33.8,22.64,,inconel:1.6_ inconel:0.1_ptfe:0.1,inconel:1.6, inconel:0.1,ptfe:0.1,,,
616,reverse,3,inconel,1.6, inconel,0.1,ptfe,0.1,,,,,42,200,31,17,,inconel:1.6_ inconel:0.1_ptfe:0.1,inconel:1.6, inconel:0.1,ptfe:0.1,,,
617,reverse,3,inconel,1.6, inconel,0.1,ptfe,0.1,,,,,42,220,23,17,,inconel:1.6_ inconel:0.1_ptfe:0.1,inconel:1.6, inconel:0.1,ptfe:0.1,,,
618,reverse,3,inconel,0.5,s316,0.05,ptfe,0.1,,,,,12,180,21,21.52,,inconel:0.5_s316:0.05_ptfe:0.1,inconel:0.5,s316:0.05,ptfe:0.1,,,
619,reverse,3,inconel,0.5,s316,0.05,ptfe,0.1,,,,,12,180,25.5,13.67,,inconel:0.5_s316:0.05_ptfe:0.1,inconel:0.5,s316:0.05,ptfe:0.1,,,
620,reverse,3,inconel,0.5,s316,0.05,ptfe,0.1,,,,,12,180,11.98,13.67,,inconel:0.5_s316:0.05_ptfe:0.1,inconel:0.5,s316:0.05,ptfe:0.1,,,
621,reverse,3,inconel,0.5,s316,0.05,ptfe,0.1,,,,,12,180,12.08,13.67,,inconel:0.5_s316:0.05_ptfe:0.1,inconel:0.5,s316:0.05,ptfe:0.1,,,
622,reverse,3,inconel,0.5,s316,0.05,ptfe,0.1,,,,,12,180,12.6,13.67,,inconel:0.5_s316:0.05_ptfe:0.1,inconel:0.5,s316:0.05,ptfe:0.1,,,
623,reverse,3,inconel,0.5,s316,0.05,ptfe,0.1,,,,,12,180,11.52,13.67,,inconel:0.5_s316:0.05_ptfe:0.1,inconel:0.5,s316:0.05,ptfe:0.1,,,
624,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,10,120,10.23,19.75,A4inRP4.m.,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
625,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,10,120,5.78,19.75,A4inRP10,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
626,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,10,120,9.97,19.75,A4inRP1.m.,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
627,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,5.5,180,9.05,19.77,A4inRP1.m.,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
628,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,5.5,180,5.46,19.77,A4inRP10,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
629,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,7.9,200,8.41,21.1,A4inRP11,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
630,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,7.9,200,8.33,21.1,A4inRP11.m.,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
631,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,8,100,9.17,21.04,A4imRP11,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
632,reverse,4,inconel,1,s316,0.05,ptfe,0.1,,,,,8,100,7.92,21.04,A4imRP12,inconel:1_s316:0.05_ptfe:0.1,inconel:1,s316:0.05,ptfe:0.1,,,
633,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,24.26,20.91,A4inRP7,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
634,reverse,4,s316,2.5,s316,0.1,ptfe,0.1,,,,,30.5,60,29.45,20.91,A4inRP18,s316:2.5_s316:0.1_ptfe:0.1,s316:2.5,s316:0.1,ptfe:0.1,,,
635,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,32.85,20.91,A4inRP8,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
636,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,33.92,20.91,A4inRP9,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
637,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,33.97,20.91,A4inRP9Modified,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
638,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,30.87,20.91,A4inRP9,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
639,reverse,4,s316,1.5,s316,0.1,ptfe,0.1,,,,,30.5,60,31.08,20.91,A4inRP9,s316:1.5_s316:0.1_ptfe:0.1,s316:1.5,s316:0.1,ptfe:0.1,,,
