id,tipical,nmsize,m1,t1,m2,t2,m3,t3,m4,t4,m5,t5,brpr,brtm,rbrpr,fmht,drw,layers,mnlyr,vclyr,sllyr,xtlyr,ultlyr,description
373,forward,10,s316,1.5,s316,0.1,ptfe,0.5,,,,,2.7,200,8,,,s316:1.5_s316:0.1_ptfe:0.5,s316:1.5,s316:0.1,ptfe:0.5,,,
374,forward,10,s316,1.5,s316,0.1,ptfe,0.5,,,,,2.7,200,5.57,,,s316:1.5_s316:0.1_ptfe:0.5,s316:1.5,s316:0.1,ptfe:0.5,,,
375,forward,10,s316,1.5,s316,0.1,ptfe,0.5,,,,,2.7,200,2.58,,,s316:1.5_s316:0.1_ptfe:0.5,s316:1.5,s316:0.1,ptfe:0.5,,,
376,forward,10,s316,1.5,s316,0.1,ptfe,0.5,,,,,2.7,200,3.65,,,s316:1.5_s316:0.1_ptfe:0.5,s316:1.5,s316:0.1,ptfe:0.5,,,
377,forward,10,s316,1.5,s316,0.1,ptfe,0.5,,,,,2.7,200,3.85,,,s316:1.5_s316:0.1_ptfe:0.5,s316:1.5,s316:0.1,ptfe:0.5,,,
378,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,1.8,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
379,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,3.8,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
380,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,2.79,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
381,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,2.57,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
382,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,2.56,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
383,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,2.46,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
384,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,2.59,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
385,forward,8,s316,0.5,s316,0.4,ptfe,0.3,,,,,2.6,140,2.49,,,s316:0.5_s316:0.4_ptfe:0.3,s316:0.5,s316:0.4,ptfe:0.3,,,
386,forward,3,s316,0.3,s316,0.3,ptfe,0.1,,,,,4.2,50,4.03,,,s316:0.3_s316:0.3_ptfe:0.1,s316:0.3,s316:0.3,ptfe:0.1,,,
387,forward,3,s316,0.3,s316,0.3,ptfe,0.1,,,,,4.2,50,4.16,,,s316:0.3_s316:0.3_ptfe:0.1,s316:0.3,s316:0.3,ptfe:0.1,,,
388,forward,3,s316,0.3,s316,0.3,ptfe,0.1,,,,,4.2,50,4.43,,,s316:0.3_s316:0.3_ptfe:0.1,s316:0.3,s316:0.3,ptfe:0.1,,,
389,forward,3,s316,0.3,s316,0.3,ptfe,0.1,,,,,4.2,50,4.15,,,s316:0.3_s316:0.3_ptfe:0.1,s316:0.3,s316:0.3,ptfe:0.1,,,
390,forward,3,s316,0.3,s316,0.3,ptfe,0.1,,,,,4.2,50,4.25,,,s316:0.3_s316:0.3_ptfe:0.1,s316:0.3,s316:0.3,ptfe:0.1,,,
391,forward,14,s316,1,s316,1.5,ptfe,0.4,,,,,8.81,180,8.25,,,s316:1_s316:1.5_ptfe:0.4,s316:1,s316:1.5,ptfe:0.4,,,
392,forward,14,s316,1,s316,1.5,ptfe,0.4,,,,,8.81,180,8.18,,,s316:1_s316:1.5_ptfe:0.4,s316:1,s316:1.5,ptfe:0.4,,,
393,forward,10,s316,0.5,s316,0.5,ptfe,0.4,,,,,160,2,1.94,,,s316:0.5_s316:0.5_ptfe:0.4,s316:0.5,s316:0.5,ptfe:0.4,,,
394,forward,10,s316,0.5,s316,0.5,ptfe,0.4,,,,,160,2,1.6,,,s316:0.5_s316:0.5_ptfe:0.4,s316:0.5,s316:0.5,ptfe:0.4,,,
395,forward,10,s316,0.5,s316,0.5,ptfe,0.4,,,,,160,2,1.91,,,s316:0.5_s316:0.5_ptfe:0.4,s316:0.5,s316:0.5,ptfe:0.4,,,
396,forward,16,s316,0.5,s316,0.5,ptfe,0.4,,,,,160,2,2.03,,,s316:0.5_s316:0.5_ptfe:0.4,s316:0.5,s316:0.5,ptfe:0.4,,,
397,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,4.2,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
398,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.5,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
399,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,6.2,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
400,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,5.4,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
401,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,10,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
402,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,4.7,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
403,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,6.9,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
404,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.78,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
405,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,4.91,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
406,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,5.5,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
407,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.58,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
408,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.25,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
409,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.33,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
410,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.47,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
411,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.04,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
412,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.33,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
413,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,4.2,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
414,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,4,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
415,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,3.58,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
416,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,5.33,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
417,forward,3,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.5,240,6.83,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
418,forward,4,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.25,180,3.11,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
419,forward,4,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.25,180,3.27,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
420,forward,4,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.25,180,3.5,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
421,forward,4,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.25,180,4.09,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
422,forward,4,s316,0.3,s316,0.3,ptfe,0.1, aluminum ,0.1,,,3.25,180,5,,,s316:0.3_s316:0.3_ aluminum :0.1_ptfe:0.1,s316:0.3,s316:0.3, aluminum :0.1,ptfe:0.1,,
423,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,3.73,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
424,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.1,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
425,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.5,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
426,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.2,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
427,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,4.9,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
428,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,4.84,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
429,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.05,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
430,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,4.85,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
431,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,4.12,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
432,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.4,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
433,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.2,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
434,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.1,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
435,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,4.72,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
436,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.04,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
437,forward,4,s316,0.5,s316,0.5,ptfe,0.1,,,,,5,22,5.003,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
438,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,4.5,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
439,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,3.58,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
440,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,6.63,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
441,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,3.85,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
442,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,5.94,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
443,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,5.5,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
444,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,6.25,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
445,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,3.53,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
446,forward,12,s316,0.5,s316,0.2,ptfe,0.5, aluminum ,0.2,s316,0.5,3.5,250,2.25,,,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_ptfe:0.5,s316:0.5,s316:0.2, aluminum :0.2,s316:0.5,ptfe:0.5,
447,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.98,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
448,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.95,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
449,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.05,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
450,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.74,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
451,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.64,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
452,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.54,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
453,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.72,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
454,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.95,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
455,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.9,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
456,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.04,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
457,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.95,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
458,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.6,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
459,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.7,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
460,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,5,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
461,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.15,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
462,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.2,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
463,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.12,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
464,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.65,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
465,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.22,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
466,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.45,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
467,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.25,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
468,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,5.3,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
469,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,5.6,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
470,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.55,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
471,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.38,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
472,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.63,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
473,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.43,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
474,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.65,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
475,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.24,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
476,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.35,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
477,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,2.8,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
478,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,3.43,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
479,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.65,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
480,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.17,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
481,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.23,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
482,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.11,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
483,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.38,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
484,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.33,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
485,forward,3,s316,0.5,s316,0.5,ptfe,0.1,,,,,4.2,50,4.01,,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
486,reverse,0.5,monel ,0.4,s316,0.05,ptfe,0.1,,,,,20.2,20,19.72,4,A11/2inRP2,monel :0.4_s316:0.05_ptfe:0.1,monel :0.4,s316:0.05,ptfe:0.1,,,
487,reverse,0.5,inconel ,0.4,s316,0.05,ptfe,0.1,,,,,20.2,20,18.86,4,A11/2inRP2,inconel :0.4_s316:0.05_ptfe:0.1,inconel :0.4,s316:0.05,ptfe:0.1,,,
488,reverse,1,monel ,0.6, s316,0.05,ptfe,0.1,,,,,15,22,12.5,6.65,A11/2inRP10-MAmodified,monel :0.6_ s316:0.05_ptfe:0.1,monel :0.6, s316:0.05,ptfe:0.1,,,
489,reverse,1,monel ,0.6, s316,0.05,ptfe,0.1,,,,,15,22,15.1,6.65,MA11/2inRP1,monel :0.6_ s316:0.05_ptfe:0.1,monel :0.6, s316:0.05,ptfe:0.1,,,
490,reverse,1,monel ,0.6, s316,0.05,ptfe,0.1,,,,,15,22,15.7,6.65,MA11/2inRP1,monel :0.6_ s316:0.05_ptfe:0.1,monel :0.6, s316:0.05,ptfe:0.1,,,
491,reverse,1,s316,0.6,s316,0.05,ptfe,0.1,,,,,15,165,17.93,6.07,A11/2inRP2,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
492,reverse,1,s316,0.4,s316,0.05,ptfe,0.1,,,,,15,165,8.85,6.07,A11/2inRP3,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
493,reverse,1,s316,0.4,s316,0.05,ptfe,0.1,,,,,15,165,10.16,6.07,A11/2inRP3,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
494,reverse,1,s316,0.6,s316,0.05,ptfe,0.1,,,,,15,165,22.97,6.07,A11/2inRP4,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
495,reverse,1,s316,0.6,s316,0.05,ptfe,0.1,,,,,15,165,20.78,6.07,A11/2inRP4,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
496,reverse,1,s316,0.6,s316,0.05,ptfe,0.1,,,,,15,165,15.18,6.07,A11/2inRP5,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
497,reverse,1,s316,0.6,s316,0.05,ptfe,0.1,,,,,15,165,14.31,6.07,A11/2inRP5,s316:0.6_s316:0.05_ptfe:0.1,s316:0.6,s316:0.05,ptfe:0.1,,,
498,reverse,1.5,s316,0.5,s316,0.05,ptfe,0.1,,,,,15,10,12.21,8.4,A11/2inRp7,s316:0.5_s316:0.05_ptfe:0.1,s316:0.5,s316:0.05,ptfe:0.1,,,
499,reverse,1.5,s316,0.5,s316,0.5,ptfe,0.1,,,,,4,153,11.5,19.82,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
500,reverse,1.5,s316,0.5,s316,0.5,ptfe,0.1,,,,,4,153,4.23,5.88,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
501,reverse,1.5,s316,0.5,s316,0.5,ptfe,0.1,,,,,4,153,4.17,5.88,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
502,reverse,1.5,s316,0.5,s316,0.5,ptfe,0.1,,,,,4,153,3.5,5.88,,s316:0.5_s316:0.5_ptfe:0.1,s316:0.5,s316:0.5,ptfe:0.1,,,
503,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,5.9,25,5.38,9.7,A2inRP16,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
504,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,5.9,25,5.34,9.7,A2inRP16,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
505,reverse,2,s316,0.4,s316,0.05,ptfe,0.1,,,,,5.9,25,5.4,9.7,A2inRP16,s316:0.4_s316:0.05_ptfe:0.1,s316:0.4,s316:0.05,ptfe:0.1,,,
